,Unnamed: 0,source,source_desc,source_id,target,target_desc,target_id,weight
8132,8133,NFKBIE,ENSP00000275015,4794,connective tissue disease,DOID:65,-666.0,1
8133,8134,N4BP1,ENSP00000262384,9683,connective tissue disease,DOID:65,-666.0,1
8134,8135,MRPS31,ENSP00000315397,10240,connective tissue disease,DOID:65,-666.0,1
8135,8136,BAZ1A,ENSP00000353458,11177,connective tissue disease,DOID:65,-666.0,1
8136,8137,LOC401324,ENSP00000411745,401324,connective tissue disease,DOID:65,-666.0,1
8137,8138,LEMD2,ENSP00000293760,221496,connective tissue disease,DOID:65,-666.0,1
8138,8139,AIRE,ENSP00000291582,326,connective tissue disease,DOID:65,-666.0,1
8139,8140,KLF7,ENSP00000309570,8609,connective tissue disease,DOID:65,-666.0,1
8140,8141,KIFC1,ENSP00000393963,3833,connective tissue disease,DOID:65,-666.0,1
8141,8142,KIF5A,ENSP00000286452,3798,connective tissue disease,DOID:65,-666.0,1
8142,8143,ISG20,ENSP00000306565,3669,connective tissue disease,DOID:65,-666.0,1
8143,8144,IP6K3,ENSP00000293756,117283,connective tissue disease,DOID:65,-666.0,1
8144,8145,IL11RA,ENSP00000326500,3590,connective tissue disease,DOID:65,-666.0,1
8145,8146,HSPA14,ENSP00000367623,51182,connective tissue disease,DOID:65,-666.0,1
8146,8147,HSP90AA6P,ENSP00000368347,441051,connective tissue disease,DOID:65,-666.0,1
8147,8148,HSD17B8,ENSP00000406488,7923,connective tissue disease,DOID:65,-666.0,1
8148,8149,HRH2,ENSP00000366506,3274,connective tissue disease,DOID:65,-666.0,1
8149,8150,GSN,ENSP00000362924,2934,connective tissue disease,DOID:65,-666.0,1
8150,8151,GRHL2,ENSP00000251808,79977,connective tissue disease,DOID:65,-666.0,1
8151,8152,GPX3,ENSP00000373477,2878,connective tissue disease,DOID:65,-666.0,1
8152,8153,GPR123,ENSP00000376384,84435,connective tissue disease,DOID:65,-666.0,1
8153,8154,GNL1,ENSP00000403576,2794,connective tissue disease,DOID:65,-666.0,1
8154,8155,GCH1,ENSP00000378890,2643,connective tissue disease,DOID:65,-666.0,1
8155,8156,GABARAPL3,ENSP00000394008,23766,connective tissue disease,DOID:65,-666.0,1
8156,8157,C9ORF152,ENSP00000383456,401546,connective tissue disease,DOID:65,-666.0,1
8157,8158,FAM205A,ENSP00000417711,259308,connective tissue disease,DOID:65,-666.0,1
8158,8159,FAM135B,ENSP00000276737,51059,connective tissue disease,DOID:65,-666.0,1
8159,8160,FAM107A,ENSP00000354270,11170,connective tissue disease,DOID:65,-666.0,1
8160,8161,CNTFR,ENSP00000242338,1271,connective tissue disease,DOID:65,-666.0,1
8161,8162,ETFA,ENSP00000267950,2108,connective tissue disease,DOID:65,-666.0,1
8162,8163,ENHO,ENSP00000382675,375704,connective tissue disease,DOID:65,-666.0,1
8163,8164,EMILIN2,ENSP00000254528,84034,connective tissue disease,DOID:65,-666.0,1
8164,8165,DNAI1,ENSP00000242317,27019,connective tissue disease,DOID:65,-666.0,1
8165,8166,DDHD1,ENSP00000350401,80821,connective tissue disease,DOID:65,-666.0,1
8166,8167,DCLRE1C,ENSP00000367527,64421,connective tissue disease,DOID:65,-666.0,1
8167,8168,DAXX,ENSP00000404623,1616,connective tissue disease,DOID:65,-666.0,1
8168,8169,CYP4F22,ENSP00000269703,126410,connective tissue disease,DOID:65,-666.0,1
8169,8170,CPXM1,ENSP00000369979,56265,connective tissue disease,DOID:65,-666.0,1
8170,8171,BTN2A1,ENSP00000312158,11120,connective tissue disease,DOID:65,-666.0,1
8171,8172,FAM169B,ENSP00000332615,283777,connective tissue disease,DOID:65,-666.0,1
8172,8173,VTCN1,ENSP00000358470,79679,connective tissue disease,DOID:65,-666.0,1
8173,8174,COL11A2,ENSP00000414605,1302,connective tissue disease,DOID:65,-666.0,1
8174,8175,ALPL,ENSP00000363965,249,connective tissue disease,DOID:65,-666.0,1
8175,8176,CDK6,ENSP00000265734,1021,connective tissue disease,DOID:65,-666.0,1
8176,8177,SALL3,ENSP00000299466,27164,connective tissue disease,DOID:65,-666.0,1
8177,8178,MGAT5,ENSP00000281923,4249,connective tissue disease,DOID:65,-666.0,1
8178,8179,AHR,ENSP00000242057,196,connective tissue disease,DOID:65,-666.0,1
8179,8180,PSMA4,ENSP00000044462,5685,connective tissue disease,DOID:65,-666.0,1
8180,8181,SLCO1C1,ENSP00000266509,53919,connective tissue disease,DOID:65,-666.0,1
8181,8182,COG5,ENSP00000297135,10466,connective tissue disease,DOID:65,-666.0,1
8182,8183,DUS4L,ENSP00000265720,11062,connective tissue disease,DOID:65,-666.0,1
8183,8184,MCF2L,ENSP00000364754,23263,connective tissue disease,DOID:65,-666.0,1
8184,8185,DOT1L,ENSP00000381657,84444,connective tissue disease,DOID:65,-666.0,1
8185,8186,CDH6,ENSP00000265071,1004,connective tissue disease,DOID:65,-666.0,1
8186,8187,PDE3A,ENSP00000351957,5139,connective tissue disease,DOID:65,-666.0,1
8187,8188,ENOX1,ENSP00000261488,55068,connective tissue disease,DOID:65,-666.0,1
8188,8189,ZDBF2,ENSP00000363545,57683,connective tissue disease,DOID:65,-666.0,1
8189,8190,MDGA2,ENSP00000382178,161357,connective tissue disease,DOID:65,-666.0,1
8190,8191,GNL3,ENSP00000395772,26354,connective tissue disease,DOID:65,-666.0,1
8191,8192,MYO18B,ENSP00000386096,84700,connective tissue disease,DOID:65,-666.0,1
8192,8193,NKAPL,ENSP00000345716,222698,connective tissue disease,DOID:65,-666.0,1
8193,8194,ANO6,ENSP00000391417,196527,connective tissue disease,DOID:65,-666.0,1
8194,8195,CSF2RB,ENSP00000384053,1439,connective tissue disease,DOID:65,-666.0,1
8195,8196,LTBR,ENSP00000228918,4055,connective tissue disease,DOID:65,-666.0,1
8196,8197,MALRD1,ENSP00000366477,340895,connective tissue disease,DOID:65,-666.0,1
8197,8198,TREML4,ENSP00000342570,285852,connective tissue disease,DOID:65,-666.0,1
8198,8199,HIST1H2BD,ENSP00000289316,3017,connective tissue disease,DOID:65,-666.0,1
8199,8200,HIST1H1D,ENSP00000244534,3007,connective tissue disease,DOID:65,-666.0,1
8200,8201,CCDC162P,ENSP00000402649,221262,connective tissue disease,DOID:65,-666.0,1
8201,8202,PLA2G4A,ENSP00000356436,5321,connective tissue disease,DOID:65,-666.0,1
8202,8203,RCHY1,ENSP00000321239,25898,connective tissue disease,DOID:65,-666.0,1
8203,8204,DEPDC5,ENSP00000371546,9681,connective tissue disease,DOID:65,-666.0,1
8204,8205,KCNJ3,ENSP00000295101,3760,connective tissue disease,DOID:65,-666.0,1
8205,8206,SMIM21,ENSP00000372083,284274,connective tissue disease,DOID:65,-666.0,1
8206,8207,MAGI3,ENSP00000304604,260425,connective tissue disease,DOID:65,-666.0,1
8207,8208,MCTP1,ENSP00000308957,79772,connective tissue disease,DOID:65,-666.0,1
8208,8209,CDH12,ENSP00000284308,1010,connective tissue disease,DOID:65,-666.0,1
8209,8210,EIF4E3,ENSP00000393324,317649,connective tissue disease,DOID:65,-666.0,1
8210,8211,GDAP1,ENSP00000220822,54332,connective tissue disease,DOID:65,-666.0,1
8211,8212,MLN,ENSP00000266003,4295,connective tissue disease,DOID:65,-666.0,1
8212,8213,SLC30A10,ENSP00000355893,55532,connective tissue disease,DOID:65,-666.0,1
8213,8214,ITPR3,ENSP00000363435,3710,connective tissue disease,DOID:65,-666.0,1
8214,8215,FADS2,ENSP00000278840,9415,connective tissue disease,DOID:65,-666.0,1
8215,8216,PAX5,ENSP00000350844,5079,connective tissue disease,DOID:65,-666.0,1
8216,8217,ATAT1,ENSP00000394914,79969,connective tissue disease,DOID:65,-666.0,1
8217,8218,CCR6,ENSP00000339393,1235,connective tissue disease,DOID:65,-666.0,1
8218,8219,TRIM15,ENSP00000411683,89870,connective tissue disease,DOID:65,-666.0,1
8219,8220,PHF19,ENSP00000363003,26147,connective tissue disease,DOID:65,-666.0,1
8220,8221,ETS1,ENSP00000376436,2113,connective tissue disease,DOID:65,-666.0,1
8221,8222,LRRC18,ENSP00000298124,474354,connective tissue disease,DOID:65,-666.0,1
8222,8223,MMEL1,ENSP00000288709,79258,connective tissue disease,DOID:65,-666.0,1
8223,8224,OLIG3,ENSP00000356708,167826,connective tissue disease,DOID:65,-666.0,1
8224,8225,NCALD,ENSP00000220931,83988,connective tissue disease,DOID:65,-666.0,1
8225,8226,REL,ENSP00000295025,5966,connective tissue disease,DOID:65,-666.0,1
8226,8227,CD247,ENSP00000354782,919,connective tissue disease,DOID:65,-666.0,1
8227,8228,TIMMDC1,ENSP00000418803,51300,connective tissue disease,DOID:65,-666.0,1
8228,8229,NFIA,ENSP00000384523,4774,connective tissue disease,DOID:65,-666.0,1
8229,8230,UBE2E3,ENSP00000307109,10477,connective tissue disease,DOID:65,-666.0,1
8230,8231,ARHGEF3,ENSP00000341071,50650,connective tissue disease,DOID:65,-666.0,1
8231,8232,YTHDC2,ENSP00000161863,64848,connective tissue disease,DOID:65,-666.0,1
8232,8233,DOK6,ENSP00000372160,220164,connective tissue disease,DOID:65,-666.0,1
8233,8234,JMJD1C,ENSP00000382204,221037,connective tissue disease,DOID:65,-666.0,1
8234,8235,ATE1,ENSP00000224652,11101,connective tissue disease,DOID:65,-666.0,1
8235,8236,ERBB4,ENSP00000342235,2066,connective tissue disease,DOID:65,-666.0,1
8236,8237,GALC,ENSP00000261304,2581,connective tissue disease,DOID:65,-666.0,1
8237,8238,TBX5,ENSP00000309913,6910,connective tissue disease,DOID:65,-666.0,1
8238,8239,FGFR2,ENSP00000410294,2263,connective tissue disease,DOID:65,-666.0,1
8239,8240,HNF4G,ENSP00000379701,3174,connective tissue disease,DOID:65,-666.0,1
8240,8241,DSCAM,ENSP00000383303,1826,connective tissue disease,DOID:65,-666.0,1
8241,8242,PARK2,ENSP00000355865,5071,connective tissue disease,DOID:65,-666.0,1
8242,8243,PDE2A,ENSP00000334910,5138,connective tissue disease,DOID:65,-666.0,1
8243,8244,EGR2,ENSP00000242480,1959,connective tissue disease,DOID:65,-666.0,1
8244,8245,PAPOLG,ENSP00000238714,64895,connective tissue disease,DOID:65,-666.0,1
8245,8246,PTPRJ,ENSP00000400010,5795,connective tissue disease,DOID:65,-666.0,1
8246,8247,RPLP1,ENSP00000346037,6176,connective tissue disease,DOID:65,-666.0,1
8247,8248,ABT1,ENSP00000274849,29777,connective tissue disease,DOID:65,-666.0,1
8248,8249,PGBD1,ENSP00000259883,84547,connective tissue disease,DOID:65,-666.0,1
8249,8250,PBX2,ENSP00000403948,5089,connective tissue disease,DOID:65,-666.0,1
8250,8251,FAM65B,ENSP00000259698,9750,connective tissue disease,DOID:65,-666.0,1
8251,8252,MLLT3,ENSP00000369695,4300,connective tissue disease,DOID:65,-666.0,1
8252,8253,PCDH15,ENSP00000354950,65217,connective tissue disease,DOID:65,-666.0,1
8253,8254,IL6R,ENSP00000357470,3570,connective tissue disease,DOID:65,-666.0,1
8254,8255,DACH1,ENSP00000352712,1602,connective tissue disease,DOID:65,-666.0,1
8255,8256,OVOL1,ENSP00000337862,5017,connective tissue disease,DOID:65,-666.0,1
8256,8257,OTUD7A,ENSP00000305926,161725,connective tissue disease,DOID:65,-666.0,1
8257,8258,BAZ1B,ENSP00000342434,9031,connective tissue disease,DOID:65,-666.0,1
8258,8259,BTN1A1,ENSP00000244513,696,connective tissue disease,DOID:65,-666.0,1
8259,8260,SLC17A1,ENSP00000244527,6568,connective tissue disease,DOID:65,-666.0,1
8260,8261,SLC17A3,ENSP00000380250,10786,connective tissue disease,DOID:65,-666.0,1
8261,8262,ANKRD55,ENSP00000342295,79722,connective tissue disease,DOID:65,-666.0,1
8262,8263,RNASET2,ENSP00000028008,8635,connective tissue disease,DOID:65,-666.0,1
8263,8264,CSF2,ENSP00000296871,1437,connective tissue disease,DOID:65,-666.0,1
8264,8265,FGFR1OP,ENSP00000355812,11116,connective tissue disease,DOID:65,-666.0,1
8265,8266,PRKCB,ENSP00000305355,5579,connective tissue disease,DOID:65,-666.0,1
8266,8267,SFMBT1,ENSP00000350789,51460,connective tissue disease,DOID:65,-666.0,1
8267,8268,PUS10,ENSP00000326003,150962,connective tissue disease,DOID:65,-666.0,1
8268,8269,RUNX3,ENSP00000343477,864,connective tissue disease,DOID:65,-666.0,1
8269,8270,IL1R1,ENSP00000233946,3554,connective tissue disease,DOID:65,-666.0,1
8270,8271,SNAPC4,ENSP00000298532,6621,connective tissue disease,DOID:65,-666.0,1
8271,8272,KIF21B,ENSP00000328494,23046,connective tissue disease,DOID:65,-666.0,1
8272,8273,IL23R,ENSP00000321345,149233,connective tissue disease,DOID:65,-666.0,1
8273,8274,GRIN2A,ENSP00000332549,2903,connective tissue disease,DOID:65,-666.0,1
8274,8275,NRG3,ENSP00000361214,10718,connective tissue disease,DOID:65,-666.0,1
8275,8276,PARD3B,ENSP00000351618,117583,connective tissue disease,DOID:65,-666.0,1
8276,8277,ABCF1,ENSP00000414373,23,connective tissue disease,DOID:65,-666.0,1
8277,8278,ABHD16A,ENSP00000406965,7920,connective tissue disease,DOID:65,-666.0,1
8278,8279,C6ORF47,ENSP00000407188,57827,connective tissue disease,DOID:65,-666.0,1
8279,8280,OR2H1,ENSP00000404820,26716,connective tissue disease,DOID:65,-666.0,1
8280,8281,PPP1R11,ENSP00000407291+ENSP00000412297,6992,connective tissue disease,DOID:65,-666.0,1
8281,8282,PPP1R18,ENSP00000412456,170954,connective tissue disease,DOID:65,-666.0,1
8282,8283,NFKBIL1,ENSP00000383142,4795,connective tissue disease,DOID:65,-666.0,1
8283,8284,MAS1L,ENSP00000392071,116511,connective tissue disease,DOID:65,-666.0,1
8284,8285,LY6G5C,ENSP00000400837,80741,connective tissue disease,DOID:65,-666.0,1
8285,8286,LONRF2,ENSP00000377086,164832,connective tissue disease,DOID:65,-666.0,1
8286,8287,GPANK1,ENSP00000390746,7918,connective tissue disease,DOID:65,-666.0,1
8287,8288,DKFZP667F0711,ENSP00000375259,399716,connective tissue disease,DOID:65,-666.0,1
8288,8289,TRIM40,ENSP00000414769,135644,connective tissue disease,DOID:65,-666.0,1
8289,8290,PSMB8,ENSP00000406797,5696,connective tissue disease,DOID:65,-666.0,1
8290,8291,GALNT18,ENSP00000227756,374378,connective tissue disease,DOID:65,-666.0,1
8291,8292,HMG20A,ENSP00000336856,10363,connective tissue disease,DOID:65,-666.0,1
8292,8293,NTN1,ENSP00000173229,9423,connective tissue disease,DOID:65,-666.0,1
8293,8294,TNFRSF11B,ENSP00000297350,4982,connective tissue disease,DOID:65,-666.0,1
8294,8295,ZNRD1,ENSP00000416599,30834,connective tissue disease,DOID:65,-666.0,1
8295,8296,DDX39B,ENSP00000400326,7919,connective tissue disease,DOID:65,-666.0,1
8296,8297,HLA-E,ENSP00000402694,3133,connective tissue disease,DOID:65,-666.0,1
8297,8298,NEU1,ENSP00000408957,4758,connective tissue disease,DOID:65,-666.0,1
8298,8299,RNF5,ENSP00000364235,6048,connective tissue disease,DOID:65,-666.0,1
8299,8300,UBASH3A,ENSP00000317327,53347,connective tissue disease,DOID:65,-666.0,1
8300,8301,RPP21,ENSP00000403833,79897,connective tissue disease,DOID:65,-666.0,1
8301,8302,HLA-DOA,ENSP00000398819,3111,connective tissue disease,DOID:65,-666.0,1
8302,8303,IL2RB,ENSP00000216223,3560,connective tissue disease,DOID:65,-666.0,1
8303,8304,LY6G6F,ENSP00000407535,259215,connective tissue disease,DOID:65,-666.0,1
8304,8305,OR5V1,ENSP00000366356,81696,connective tissue disease,DOID:65,-666.0,1
8305,8306,RSBN1,ENSP00000261441,54665,connective tissue disease,DOID:65,-666.0,1
8306,8307,TMEM135,ENSP00000306344,65084,connective tissue disease,DOID:65,-666.0,1
8307,8308,AIF1,ENSP00000393996,199,connective tissue disease,DOID:65,-666.0,1
8308,8309,BRD2,ENSP00000410994,6046,connective tissue disease,DOID:65,-666.0,1
8309,8310,HLA-DMA,ENSP00000408311,3108,connective tissue disease,DOID:65,-666.0,1
8310,8311,PSMB9,ENSP00000372721,5698,connective tissue disease,DOID:65,-666.0,1
8311,8312,TRIM26,ENSP00000415328,7726,connective tissue disease,DOID:65,-666.0,1
8312,8313,TRIM31,ENSP00000398677,11074,connective tissue disease,DOID:65,-666.0,1
8313,8314,ANTXR2,ENSP00000306185,118429,connective tissue disease,DOID:65,-666.0,1
8314,8315,RBM38,ENSP00000348538,55544,connective tissue disease,DOID:65,-666.0,1
8315,8316,FADS1,ENSP00000322229,3992,connective tissue disease,DOID:65,-666.0,1
8316,8317,HNF1A,ENSP00000257555,6927,connective tissue disease,DOID:65,-666.0,1
8317,8318,LTA,ENSP00000416509,4049,connective tissue disease,DOID:65,-666.0,1
8318,8319,HLA-DPA1,ENSP00000406309,3113,connective tissue disease,DOID:65,-666.0,1
8319,8320,HLA-DPB2,ENSP00000399924,3116,connective tissue disease,DOID:65,-666.0,1
8320,8321,HLA-DPB1,ENSP00000414196,3115,connective tissue disease,DOID:65,-666.0,1
8321,8322,REEP3,ENSP00000362863,221035,connective tissue disease,DOID:65,-666.0,1
8322,8323,ZBTB38,ENSP00000372635,253461,connective tissue disease,DOID:65,-666.0,1
8323,8324,BATF,ENSP00000286639,10538,connective tissue disease,DOID:65,-666.0,1
8324,8325,SPRED2,ENSP00000348753,200734,connective tissue disease,DOID:65,-666.0,1
8325,8326,TAGAP,ENSP00000356033,117289,connective tissue disease,DOID:65,-666.0,1
8326,8327,TNFAIP3,ENSP00000237289,7128,connective tissue disease,DOID:65,-666.0,1
8327,8328,HLA-G,ENSP00000397331,3135,connective tissue disease,DOID:65,-666.0,1
8328,8329,CDSN,ENSP00000365465,1041,connective tissue disease,DOID:65,-666.0,1
8329,8330,DHX16,ENSP00000408956,8449,connective tissue disease,DOID:65,-666.0,1
8330,8331,TBKBP1,ENSP00000354777,9755,connective tissue disease,DOID:65,-666.0,1
8331,8332,HIATL1,ENSP00000364493,84641,connective tissue disease,DOID:65,-666.0,1
8332,8333,LRRC16A,ENSP00000331983,55604,connective tissue disease,DOID:65,-666.0,1
8333,8334,IL12B,ENSP00000231228,3593,connective tissue disease,DOID:65,-666.0,1
8334,8335,PTGER4,ENSP00000302846,5734,connective tissue disease,DOID:65,-666.0,1
8335,8336,NRXN1,ENSP00000385142,9378,connective tissue disease,DOID:65,-666.0,1
8336,8337,ATXN2,ENSP00000366843,6311,connective tissue disease,DOID:65,-666.0,1
8337,8338,FGF5,ENSP00000311697,2250,connective tissue disease,DOID:65,-666.0,1
8338,8339,SH2B3,ENSP00000345492,10019,connective tissue disease,DOID:65,-666.0,1
8339,8340,PRKAG2,ENSP00000287878,51422,connective tissue disease,DOID:65,-666.0,1
8340,8341,WDFY4,ENSP00000320563,57705,connective tissue disease,DOID:65,-666.0,1
8341,8342,ABCF2,ENSP00000222388,10061,connective tissue disease,DOID:65,-666.0,1
8342,8343,VAMP1,ENSP00000380148,6843,connective tissue disease,DOID:65,-666.0,1
8343,8344,WNT16,ENSP00000222462,51384,connective tissue disease,DOID:65,-666.0,1
8344,8345,C17ORF53,ENSP00000313500,78995,connective tissue disease,DOID:65,-666.0,1
8345,8346,C2ORF69,ENSP00000312770,205327,connective tissue disease,DOID:65,-666.0,1
8346,8347,C2ORF73,ENSP00000381631,129852,connective tissue disease,DOID:65,-666.0,1
8347,8348,UBR3,ENSP00000396068,130507,connective tissue disease,DOID:65,-666.0,1
8348,8349,ANAPC1,ENSP00000339109,64682,connective tissue disease,DOID:65,-666.0,1
8349,8350,CRHR1,ENSP00000381333,1394,connective tissue disease,DOID:65,-666.0,1
8350,8351,TRHR,ENSP00000309818,7201,connective tissue disease,DOID:65,-666.0,1
8351,8352,TOP2B,ENSP00000396704,7155,connective tissue disease,DOID:65,-666.0,1
8352,8353,TNFSF11,ENSP00000239849,8600,connective tissue disease,DOID:65,-666.0,1
8353,8354,TMEM263,ENSP00000280756,90488,connective tissue disease,DOID:65,-666.0,1
8354,8355,TCOF1,ENSP00000406888,6949,connective tissue disease,DOID:65,-666.0,1
8355,8356,TBC1D8,ENSP00000366036,11138,connective tissue disease,DOID:65,-666.0,1
8356,8357,SP7,ENSP00000302812,121340,connective tissue disease,DOID:65,-666.0,1
8357,8358,SOX9,ENSP00000245479,6662,connective tissue disease,DOID:65,-666.0,1
8358,8359,SOST,ENSP00000301691,50964,connective tissue disease,DOID:65,-666.0,1
8359,8360,COLEC10,ENSP00000332723,10584,connective tissue disease,DOID:65,-666.0,1
8360,8361,RPS6KA5,ENSP00000261991,9252,connective tissue disease,DOID:65,-666.0,1
8361,8362,DHH,ENSP00000266991,50846,connective tissue disease,DOID:65,-666.0,1
8362,8363,ARHGAP1,ENSP00000310491,392,connective tissue disease,DOID:65,-666.0,1
8363,8364,CKAP5,ENSP00000346566,9793,connective tissue disease,DOID:65,-666.0,1
8364,8365,PLD5,ENSP00000355503,200150,connective tissue disease,DOID:65,-666.0,1
8365,8366,PKDCC,ENSP00000294964,91461,connective tissue disease,DOID:65,-666.0,1
8366,8367,CLCN7,ENSP00000404772,1186,connective tissue disease,DOID:65,-666.0,1
8367,8368,PDXDC1,ENSP00000322807,23042,connective tissue disease,DOID:65,-666.0,1
8368,8369,ADAMTS18,ENSP00000282849,170692,connective tissue disease,DOID:65,-666.0,1
8369,8370,C9ORF92,ENSP00000370058,100129385,connective tissue disease,DOID:65,-666.0,1
8370,8371,OSBPL1A,ENSP00000320291,114876,connective tissue disease,DOID:65,-666.0,1
8371,8372,DCDC1,ENSP00000389792,341019,connective tissue disease,DOID:65,-666.0,1
8372,8373,NME8,ENSP00000199447,51314,connective tissue disease,DOID:65,-666.0,1
8373,8374,NGLY1,ENSP00000280700,55768,connective tissue disease,DOID:65,-666.0,1
8374,8375,CPN1,ENSP00000359446,1369,connective tissue disease,DOID:65,-666.0,1
8375,8376,CTNNB1,ENSP00000344456,1499,connective tissue disease,DOID:65,-666.0,1
8376,8377,DCDC5,ENSP00000404672,100506627,connective tissue disease,DOID:65,-666.0,1
8377,8378,CPED1,ENSP00000309772,79974,connective tissue disease,DOID:65,-666.0,1
8378,8379,MARK3,ENSP00000411397,4140,connective tissue disease,DOID:65,-666.0,1
8379,8380,LRP5,ENSP00000294304,4041,connective tissue disease,DOID:65,-666.0,1
8380,8381,LMX1A,ENSP00000294816,4009,connective tissue disease,DOID:65,-666.0,1
8381,8382,KIAA2018,ENSP00000320794,205717,connective tissue disease,DOID:65,-666.0,1
8382,8383,KIAA1217,ENSP00000365637,56243,connective tissue disease,DOID:65,-666.0,1
8383,8384,KCNH8,ENSP00000328813,131096,connective tissue disease,DOID:65,-666.0,1
8384,8385,CASKIN2,ENSP00000325355,57513,connective tissue disease,DOID:65,-666.0,1
8385,8386,INSIG2,ENSP00000245787,51141,connective tissue disease,DOID:65,-666.0,1
8386,8387,IL21R,ENSP00000338010,50615,connective tissue disease,DOID:65,-666.0,1
8387,8388,IDUA,ENSP00000247933,3425,connective tissue disease,DOID:65,-666.0,1
8388,8389,IBSP,ENSP00000226284,3381,connective tissue disease,DOID:65,-666.0,1
8389,8390,HSPA13,ENSP00000285667,6782,connective tissue disease,DOID:65,-666.0,1
8390,8391,HOXC6,ENSP00000243108,3223,connective tissue disease,DOID:65,-666.0,1
8391,8392,HOXC4,ENSP00000305973,3221,connective tissue disease,DOID:65,-666.0,1
8392,8393,HK2,ENSP00000290573,3099,connective tissue disease,DOID:65,-666.0,1
8393,8394,HDAC5,ENSP00000225983,10014,connective tissue disease,DOID:65,-666.0,1
8394,8395,GPR141,ENSP00000334540,353345,connective tissue disease,DOID:65,-666.0,1
8395,8396,GPATCH1,ENSP00000170564,55094,connective tissue disease,DOID:65,-666.0,1
8396,8397,CTNNBL1,ENSP00000355050,56259,connective tissue disease,DOID:65,-666.0,1
8397,8398,GLYAT,ENSP00000340200,10249,connective tissue disease,DOID:65,-666.0,1
8398,8399,GALNT3,ENSP00000376465,2591,connective tissue disease,DOID:65,-666.0,1
8399,8400,FREM1,ENSP00000413394,158326,connective tissue disease,DOID:65,-666.0,1
8400,8401,ALDH7A1,ENSP00000387123,501,connective tissue disease,DOID:65,-666.0,1
8401,8402,FAR1,ENSP00000346874,84188,connective tissue disease,DOID:65,-666.0,1
8402,8403,FAM210A,ENSP00000323635,125228,connective tissue disease,DOID:65,-666.0,1
8403,8404,MEF2C,ENSP00000396219,4208,connective tissue disease,DOID:65,-666.0,1
8404,8405,MEPE,ENSP00000354341,56955,connective tissue disease,DOID:65,-666.0,1
8405,8406,PABPC4L,ENSP00000408239,132430,connective tissue disease,DOID:65,-666.0,1
8406,8407,SMG6,ENSP00000263073,23293,connective tissue disease,DOID:65,-666.0,1
8407,8408,CADM1,ENSP00000329797,23705,connective tissue disease,DOID:65,-666.0,1
8408,8409,JAG1,ENSP00000254958,182,connective tissue disease,DOID:65,-666.0,1
8409,8410,ETV5,ENSP00000306894,2119,connective tissue disease,DOID:65,-666.0,1
8410,8411,FUBP3,ENSP00000318177,8939,connective tissue disease,DOID:65,-666.0,1
8411,8412,FAM3C,ENSP00000353025,10447,connective tissue disease,DOID:65,-666.0,1
8412,8413,FGF14,ENSP00000365301,2259,connective tissue disease,DOID:65,-666.0,1
8413,8414,PARP4,ENSP00000371419,143,connective tissue disease,DOID:65,-666.0,1
8414,8415,TBX20,ENSP00000386170,57057,connective tissue disease,DOID:65,-666.0,1
8415,8416,XKR9,ENSP00000386141,389668,connective tissue disease,DOID:65,-666.0,1
8416,8417,CTNNA2,ENSP00000355398,1496,connective tissue disease,DOID:65,-666.0,1
8417,8418,ERC2,ENSP00000288221,26059,connective tissue disease,DOID:65,-666.0,1
8418,8419,SCG2,ENSP00000304133,7857,connective tissue disease,DOID:65,-666.0,1
8419,8420,BMS1,ENSP00000363642,9790,connective tissue disease,DOID:65,-666.0,1
8420,8421,FMN2,ENSP00000318884,56776,connective tissue disease,DOID:65,-666.0,1
8421,8422,LEKR1,ENSP00000407071,389170,connective tissue disease,DOID:65,-666.0,1
8422,8423,ZNF518B,ENSP00000317614,85460,connective tissue disease,DOID:65,-666.0,1
8423,8424,NPY,ENSP00000242152,4852,connective tissue disease,DOID:65,-666.0,1
8424,8425,SHFM1,ENSP00000248566,7979,connective tissue disease,DOID:65,-666.0,1
8425,8426,FRMD4B,ENSP00000381549,23150,connective tissue disease,DOID:65,-666.0,1
8426,8427,SLC9A2,ENSP00000233969,6549,connective tissue disease,DOID:65,-666.0,1
8427,8428,SOX6,ENSP00000336946,55553,connective tissue disease,DOID:65,-666.0,1
8428,8429,DCSTAMP,ENSP00000297581,81501,connective tissue disease,DOID:65,-666.0,1
8429,8430,KIAA1468,ENSP00000381198,57614,connective tissue disease,DOID:65,-666.0,1
8430,8431,OPTN,ENSP00000263036,10133,connective tissue disease,DOID:65,-666.0,1
8431,8432,PIGN,ENSP00000350263,23556,connective tissue disease,DOID:65,-666.0,1
8432,8433,R3HDM1,ENSP00000264160,23518,connective tissue disease,DOID:65,-666.0,1
8433,8434,RAB3GAP1,ENSP00000264158,22930,connective tissue disease,DOID:65,-666.0,1
8434,8435,SLC25A43,ENSP00000217909,203427,connective tissue disease,DOID:65,-666.0,1
8435,8436,SMC2,ENSP00000286398,10592,connective tissue disease,DOID:65,-666.0,1
8436,8437,TBC1D5,ENSP00000402935,9779,connective tissue disease,DOID:65,-666.0,1
8437,8438,ZRANB3,ENSP00000264159,84083,connective tissue disease,DOID:65,-666.0,1
8438,8439,TNFRSF11A,ENSP00000269485,8792,connective tissue disease,DOID:65,-666.0,1
8439,8440,RIN3,ENSP00000216487,79890,connective tissue disease,DOID:65,-666.0,1
8440,8441,NUP205,ENSP00000285968,23165,connective tissue disease,DOID:65,-666.0,1
8441,8442,GMPR,ENSP00000259727,2766,connective tissue disease,DOID:65,-666.0,1
